user_name,is_expert_reviewer,user_level,user_id,skin_types,age_range,is_repurchase,is_recommended,star_effectiveness,star_packaging,star_texture,star_value_for_money,source,created_at,total_likes,is_verified_purchase,details,duration_of_used,product_id,product_name,product_size
liaciacia,False,Rising Star,613662e13165191b8ae13302,,25 - 29 th,yes,yes,5,5,5,5,review-android,2023-10-20T02:48:53.820Z,0,True,"Baru pake ini kurang dari seminggu, kulit wajah juga terasa lembap sesudah pemakaian, lalu tidak ada sama sekali white cast. bagus buat kulit yg kering ky aku.. ",Less than 1 Week,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
charissasalsa,False,Rising Star,5f1972aec9bc5f331a7df5a1,Kulit Kering;Kulit Kombinasi;Stretch Mark;Pori Besar;Kulit Kusam;Kantung Mata;Dark Circle;Komedo,19 - 24 th,yes,yes,5,5,5,5,review-ios,2023-10-20T01:19:14.911Z,0,True,"sunscreen yang cocok di aku soalnya teksturnya gampang diblend trs aku tipikal yang gasuka kalo ada tone up nya jadi buat yg suka ga tone up kyk aku, i very recommend it ",1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
Shintanovella,False,Rising Star,5dcbdd68bb49a23182299d5b,Kulit Sensitif;Flek,35 - 39 th,yes,yes,5,5,5,5,review-android,2023-10-19T13:48:50.121Z,0,True,hdhwuiwd  fej u u ucddddd   fjsjsjcuy ysjwjj   vhdhsjisici   chsjjwiskck   jsjajcch   aahjsjckkvk   sahsjjd   sjajsjkfkjvjj j   djajjsjdjfjjj   jsjsjfjvjj,1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
negravas,False,Rising Star,63f76093a4eaea31ce05b295,Kulit Kombinasi;Jerawat;Flek;Pori Besar;Kulit Kusam,30 - 34 th,maybe,yes,4,5,4,4,review-android,2023-10-19T06:30:56.347Z,0,True,"Sunscreen-nya bagus sih. Fungsi utamanya sebagai pelindung dari matahari dapet. Gampang diratain juga. Cuma terlalu berminyak buat kulit aku. Jdi kadang aku ga pake pelembab, langsung pake ini udah berasa ada pelembabnya. Ya, di tubenya juga disebut kata ""hydrating"" sih. ",3 - 6 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
viviimroatin28,False,Super Star,5e762dcf2ac496d6b4d0b5ab,,25 - 29 th,yes,yes,5,5,5,5,review-android,2023-10-19T03:22:23.943Z,0,True,"Salah satu soothing sun cream yg selalu aku pakai sebelum make up, cocok bgt untuk yg mau make up sat set krn dia udh nglembapin..ngebantu bgt kalo gaa sempet pake moist...",3 - 6 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,
AlvitaHartanti,False,Rising Star,5fa5019f4fe45e4e0ebc1376,Kulit Kombinasi;Jerawat;Pori Besar;Kantung Mata;Komedo,19 - 24 th,yes,yes,5,5,5,5,review-ios,2023-10-17T15:12:28.733Z,0,True,udah repurchase keberapa kalinya sun cream cosrx satu ini🫶🏻 sun cream ini ga neko2 dan ngelembabin juga karna aloe soothing 👍🏻 dan termasuk awet bisa sampai 1-3 bulan.,More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
sylviaargo,False,Rising Star,64ac4c7e91a9ac314735b02e,Cellulite;Stretch Mark;Jerawat;Aging;Kulit Kombinasi,25 - 29 th,maybe,yes,5,5,5,5,review-android,2023-10-17T12:45:02.341Z,0,True,"pertamanya ccok aja mungkin kulitku terlalu sensitive, so kemudian tumbuh jerawat. jadi aku kasih deh ke adik dan dia cocok aja si sejauh ini dan saat apply katanya si tampak glossy ",Less than 1 Week,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
tbtdd,False,Super Star,5e4f63bd70c93c0c41b76f65,Kulit Berminyak;Jerawat;Pori Besar;Kulit Kusam;Komedo,25 - 29 th,yes,yes,5,5,4,5,review-android,2023-10-17T06:40:55.456Z,0,True,"Buat kulitku yang agak berminyak, sunscreen ini cocok dan nggak bikin tambah oily karena kulit juga jadi lembab. teksturnya creamy tapi mudah menyerap dan nggak white cast. udah berkali-kali repurchase.",1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
gracetambunan,False,Diva Star,60b265bad395b4b9fb055532,,25 - 29 th,yes,yes,5,5,5,5,soco-web-desktop,2023-10-17T06:01:46.651Z,0,True,"sukaa bgtt, gak oksidasi dan bikin wajah lebih gelap setelah implentasi. mudah menyerap di kulit berminyak, ada sedikit bgt whitecast, tp jadi lebih mudah build up ke cushion or foundation. gak bikin make up cakey. sukaakk bgttt
",6 Months - 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
AldaKinthan,False,Rising Star,5ef77631a1478c70919d07e1,Kulit Kombinasi;Kulit Kusam;Kantung Mata;Dark Circle,19 - 24 th,yes,yes,5,5,5,5,review-ios,2023-10-16T14:27:09.932Z,0,True,"Sunscreen terenak yang pernah aku pake, bener-bener bikin kulit wajah lembab tanpa whitecase. Ga lupa juga wanginya yang enak bgtt dan juga teksurnya yg enak bgt bikin ringan diwajahhh🥰",1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
shaa28,False,Rising Star,5fbda8d78373d63db50831df,Kulit Kombinasi;Kulit Sensitif,19 - 24 th,yes,yes,5,5,5,5,review-ios,2023-10-16T07:44:20.076Z,0,True,"Cocok banget untuk kulitku, walaupun sensitif dan kombinasi ternyata sunscreen nya ga bikin jadi kering ketarik gitu. Nyaman banget dipakenya, finish nya juga pas bgt, ga oily tp ga matte juga. Perfect sunscreen😍",1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
berlianaanwar,False,Rising Star,63871faa43ebf288da58f42b,Kulit Normal;Kulit Kering;Pori Besar;Kulit Kusam,< 18 th,yes,yes,5,5,5,5,review-ios,2023-10-15T10:29:10.740Z,0,True,"aku suka banget soalnya ini dry skin friendlyy, hasilnya juga bukan yang bikin kusam dan white castnya juga minim, sejauh ini menurut ku ini hybrid sunscreen terbaik ",1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
DorotheaNatasya,False,Rising Star,60d9357d7e1a4f8f526f9598,Kulit Kombinasi;Jerawat;Flek;Pori Besar;Kulit Kusam;Dark Circle;Komedo,19 - 24 th,yes,yes,5,5,5,5,review-ios,2023-10-15T08:43:10.928Z,0,True,"I've been using this product for almost past 3 years. i have an oily skin, but i don't think this product make my face more oily, it moisturizes so well. Oily skin people can add some zero sebum powder for booster",More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
vidaprasetya,False,SOCO Star,64d1c1bca7a45276e29b2402,Stretch Mark;Jerawat;Pori Besar;Kulit Kusam;Komedo;Kulit Kering;Kulit Berminyak;Kulit Kombinasi;Kulit Sensitif,19 - 24 th,yes,yes,5,5,5,5,review-android,2023-10-15T07:43:43.164Z,0,True,"repurchase ss ini karena cocok di kulit aku yang dry dan pori-pori gedee & kerjanya outdoor. Ss ini ga bikin oily dan kusem, dia bantu lembabin dan teksturnya ringan",1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
ichasuhendro,False,Super Star,5e9ec5c8d7eaee54361ea252,Kulit Kombinasi;Stretch Mark;Pori Besar;Kulit Kusam;Komedo,19 - 24 th,maybe,yes,4,5,4,4,review-ios,2023-10-15T06:01:11.499Z,0,True,ini juga yang make bukan aku☹️ aku beliin buat ibukkk tapi kata nya baguss sihh enak di pakeenya ngga lengket dan ngga ada whitecast nya🤩🤩🤩🤩 cuma memang aga mahal aja kalo ngga diskon WKWKWKWKW,1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
liyan,False,Rising Star,5c1ab2bc3b351a3320d53c6f,Kulit Normal;Kulit Kombinasi;Kulit Sensitif;Stretch Mark;Pori Besar;Kulit Kusam;Kantung Mata;Dark Circle;Komedo,19 - 24 th,yes,yes,5,5,4,4,review-android,2023-10-15T01:09:12.983Z,0,True,"teksturnya kaya krim yang agak tebal. kalo di aku, sunscreen ini butuh waktu yang agak lama buat menyerap ke kulit dan sedikiiiiit ada whitecast-nya. sunscreen ini ada aroma aloe veranya, tapi tipis aja. menurutku secara proteksi produk ini juga bagus.",1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
hadbeut,False,Rising Star,621378c08bedf746164e50dc,,< 18 th,no,no,4,4,3,2,review-android,2023-10-14T18:24:22.334Z,0,True,"pas awal pemakaian ada sedikit tone up nya, tp ga bikin abu abu. masih bates aman. teksturnya kental, kyk krim gt. pas apply mnrtku berat dan gerah (?) bikin kuseeem bangeeettt dan di kulitku bikin break out. pdhl skintype ku dry ini OILY BANGET NGET NGET, trs dibagian idung krn sangking berminyaknya, kalo dipegang jd mengelupas (?) gt kyk kotoran jadinya",1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
donade,False,Rising Star,601e5d5bbcb4a7b45a7d42fb,Kulit Berminyak;Kulit Kombinasi;Jerawat;Aging;Pori Besar;Kulit Kusam;Dark Circle;Komedo,35 - 39 th,yes,yes,5,5,5,4,review-android,2023-10-14T11:39:44.107Z,0,True,sunscreen nya engga ninggalin white cast.. cepet menyerap... cocok untuk kulit ku yang berminyak dan berjerawat... worth to buy.. harga dan kualitas baik,1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
putrisanny,False,Super Star,63ec81864b0a25432795779a,Kulit Kering;Kulit Sensitif,< 18 th,yes,yes,4,5,4,4,review-ios,2023-10-14T10:14:10.067Z,0,True,"di aku lumayan bagus sih kayak ada efek tone up nya gituu, terus ga berat sih dimuka tapi kadang kadang kayak nge peeling gitu, di aku lumayan nahan minyak sihh, tapi overall bagus kokk
",1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
AlbiAlbi14,False,Diva Star,6094b0b0f8cf5701c4f6014a,Kulit Sensitif;Stretch Mark;Komedo,19 - 24 th,yes,yes,5,5,5,5,review-android,2023-10-14T09:19:00.717Z,0,True,"super suka sama sunsscreen cosrx ini,tekturnya gel cream gitu gaada whitecast samsek,gabikin minyakan dan ga lengket dan gabikin kusam. isinya juga banyak",1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
maulinamaulina,False,SOCO Star,639d5ceffb00e27721cd7218,,30 - 34 th,yes,yes,5,5,4,4,review-android,2023-10-13T17:31:44.990Z,0,True,wanginya enak. tekstur cream dan mudah diblend. lumayan bisa membantu kulut biar gak terbakar matahari. cocok untuk kulit sensitif.  packagingnya juga travel friendly,More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
mathildabella13,False,SOCO Star,5fd386448da1772835fb95bf,Kulit Kombinasi;Jerawat;Dark Circle;Komedo,19 - 24 th,yes,yes,5,4,5,5,review-android,2023-10-13T04:30:50.849Z,0,True,"One of the best sunscreens in the market!! ga whitecast, doesn't clog my pores, feels like you're wearing nothing. enak bgtt i love it so muchh. salah satu sunscreen yg ga bikin breakout di akuu!",More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
DeviDinata,False,Diva Star,5fd46afeac945aada249e83f,Kulit Berminyak;Kulit Sensitif;Skin Tightening;Jerawat;Flek;Pori Besar;Kulit Kusam;Kantung Mata;Dark Circle;Komedo,19 - 24 th,yes,yes,5,5,5,5,review-ios,2023-10-12T14:39:35.679Z,0,True,"Salah satu suncreen favorite aku tahun ini deh 😍😍😍 tekstur nya bener bener enteng di muka ku, ngeblend gampang banget, pokoknya bakalan di repurchase deh",1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
joshlumangkun,False,Super Star,5e79855e7291a74ff6359271,Kulit Normal;Kulit Sensitif;Aging,35 - 39 th,maybe,yes,5,5,5,4,review-android,2023-10-12T13:18:21.458Z,0,True,secara tekstur sunscreen ini gampang diratakan dan feel nya dewy. Sepertinya lebih cocok untuk dipakai di kulit normal to dry atau yang sehari hari diruangan AC. ,1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
juliasantoso777,False,Rising Star,5dd76ac4964edf8e0e20c00b,Kulit Kombinasi;Kulit Sensitif;Jerawat;Aging;Dark Circle;Komedo,35 - 39 th,yes,yes,5,5,5,5,review-ios,2023-10-12T12:55:15.140Z,0,True,"Ini sunscreen textur nya creamy but light, sangat melembabkan, tapi ga bikin mata pedih. No whitecast, sangat mudah di blend dan cepat menyerap ke kulit. Selama saya pake SS ini sih aman dibawah makeup, ga bikin foundie saya peeling. Cuma memang bikin agak berminyak saja klo dipakai seharian. Over all, saya suka performa SS ini 💚",1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
RemiLingga,False,Super Star,600becdc18899aceed341a9b,Kulit Kering;Kulit Berminyak;Kulit Kombinasi;Cellulite;Aging;Flek;Pori Besar;Komedo,25 - 29 th,yes,yes,3,3,3,3,review-ios,2023-10-11T12:50:19.005Z,0,True,"Baguss banget, cocok untuk kulit kombinasi. Suncreen ini juga sangat melembapkan. Apply di pagi hari aja langsung tahan seharian. Beli pas ada promo!!",1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
andrsmkl,False,Rising Star,628490e62ff0e8ccc308ae5c,Kulit Normal;Jerawat;Kantung Mata,30 - 34 th,yes,yes,5,5,5,5,review-ios,2023-10-11T11:25:33.354Z,1,True,"Sudah lama pakai product ini. ini pembelian kesekian kalinya. cocok untuk kulit yang normal dan kering karena melembabkan, tida bikin putih2 pada wajah",More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
Dya1501,False,Rising Star,5c1aae5a3b351a3320c00aaa,Kulit Kering;Kulit Kombinasi;Jerawat;Pori Besar;Kulit Kusam;Kantung Mata;Dark Circle;Komedo,25 - 29 th,no,yes,4,5,4,4,review-ios,2023-10-11T06:28:57.213Z,0,True,"It’s a good product but not my favorite. Aku tipe orang yg gak terlalu suka muka jadi basah kalau pake sunscreen di yeah. Cukup sekali saja, masih banyak produk yg lain",1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
anyakpermata,False,SOCO Star,5dc423127eb4f806192286d5,Kulit Kering;Flek;Pori Besar;Kulit Kusam;Dark Circle;Komedo,30 - 34 th,yes,yes,5,4,5,4,review-android,2023-10-10T15:02:10.108Z,0,True,"Beberapa kali trial berbagai merk sunscreen, endingnya balik lagi ke cosrx. Produk ini aja yg nyaman di kulit keringku, gak terlalu leleh jg di panas matahari. No whitecast, lembabnya ada buat jd base make up. Sementara cosrx ini masih jd opsi utama buat kulit keringku..",6 Months - 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
quinna2000,False,Super Star,5d3a8840981d130008d90789,Kulit Kombinasi;Dark Circle;Komedo,19 - 24 th,maybe,yes,4,4,4,4,review-android,2023-10-10T11:56:42.648Z,0,True,"bagus naget the quick brown dxo jump high over the lazy oddgy trhw ud beli untuk ke berapa kalinya dan memamg selalu bagus, beli buat restock kagi ......",1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
chicisururi,False,Rising Star,64f3fcddb3baedaa02edf2ea,Pori Besar;Kulit Kusam;Kantung Mata;Komedo;Kulit Kombinasi,30 - 34 th,yes,yes,5,5,5,5,review-android,2023-10-10T08:44:40.529Z,0,True,"sudah 2 tahun pemakaian dan nggak pindah ke produk lain. cepat sekali meresap, nggak licin dan melembabkan. bisa bisa sebulan beli 2X karena butuh banget untuk keluar2 antar jemput anak2 🫢",More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,
Beautyenths,False,SOCO Star,64966fc4972ce4aeae352524,Kulit Normal;Aging;Kantung Mata,19 - 24 th,yes,yes,5,5,5,5,review-ios,2023-10-10T04:52:38.740Z,0,True,"Ultimate holy grail literally! :) cocok, ga bikin wajah abu-abu, cepet banget nyerap nya. Ga lengket, malah looks healthy glowing skin. Udah ga ke hitung habis berapa tube.",More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
Dheeaputri,False,Rising Star,5e19d9c81dee9d371ce39d26,Kulit Kering;Kulit Kusam,30 - 34 th,yes,yes,5,5,5,5,review-ios,2023-10-10T02:56:59.337Z,0,True,"Aku udah pake ini lama banget, sunscreennya oke bgt, ga bikin muka jd abu juga, mukaku halus, lembut, worth to buy banget lah pokoknyaaa. Manteeeppppp",More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
YasinaKarina,False,Rising Star,60d9bb7bbcd4147923d538d9,Kulit Kombinasi;Cellulite;Kulit Kusam;Kantung Mata,25 - 29 th,yes,yes,5,5,5,5,review-ios,2023-10-10T00:34:17.051Z,0,True,Cocok bangettt. Gak bikin jerawat muka dan dipakai sebelu apply bedak gak bikin bedak luntur. Teksturnya juga nyaman buat di apply di muka. Mudah meresap dikit kalau menurutku ya,3 - 6 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
missb,False,Rising Star,64774d8609fccec7ac430ca4,Kulit Berminyak;Kulit Sensitif;Stretch Mark;Jerawat;Pori Besar;Kantung Mata;Dark Circle;Komedo,< 18 th,maybe,yes,4,5,5,5,review-ios,2023-10-09T03:01:07.745Z,0,True,ini oke oke aja sih untuk aku. very hydrating so buat makeup prep ideal banget supaya nanti foundation dll jadi lebih smooth. emang sedikit mahal untuk ukuran ini but recommended esp for dry skin,Less than 1 Week,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
puputkusumastuti,False,Rising Star,63c35c03139064950aff6024,,35 - 39 th,yes,yes,5,5,5,5,review-android,2023-10-08T10:06:51.027Z,0,True,"nggak lengket buat alas make up oke banget,,,,, nggak ada white cast ,,,,,,,, suka bangeeeeet.........................................................",1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
wiliyaarum,False,Rising Star,5d688de3e8aee10005091f6b,Kulit Normal;Kulit Kusam,25 - 29 th,yes,yes,3,3,3,3,review-ios,2023-10-08T06:58:33.158Z,0,True,"Pertama kali nyoba , hasilnya malah bikin kulit kering yaah di sekitaran hidung aku terutama . Kxx. Dncnfjfndbdbdbbdbfbfbfbfbbfbfbfbfbfbfbfbbfbfbfbfbfbfbbfbfbfbfb",Less than 1 Week,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
dindacassanova,False,Diva Star,64573770e3206d246f1866d8,Kulit Kering;Stretch Mark;Kulit Kusam;Komedo,< 18 th,yes,yes,5,5,5,5,review-ios,2023-10-07T13:22:42.818Z,0,True,ada kandungan aloenya jadi pas di pake ada sensasi dinginnya bisa juga di pake untuk kulit yang kering dan uper sensitive tapi jangan lupa juga pake secukupnya ,1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
amnbrosia,False,Super Star,5c1ac2553b351a3320fca42d,Kulit Berminyak;Kulit Sensitif;Jerawat;Kantung Mata;Dark Circle;Komedo,19 - 24 th,no,no,3,5,5,2,review-ios,2023-10-07T11:34:15.163Z,0,True,Ekspektasiku sama produk ini gak berbanding sama reaksi setelah pake produk ini di kulitku karena kulitku cukup sensitif dan rewel. Awalnya pas dibaur ke kulit dia enak sih cuma fragrance aloe veranya mayan nyengat.,1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
azizahrizkia553,False,Rising Star,634680be3586458c83150097,Kulit Kering;Dark Circle,19 - 24 th,no,yes,5,4,4,4,review-ios,2023-10-06T06:25:41.354Z,0,True,"Its all good but butuh waktu buat meresap kekulit .
Aku pake ini kalau buat dirumah aja bcz sejujurnya aku lebih suka toneup ss , jadi tinggal pake bedak terus caww",1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
niapamungkas,False,Rising Star,5c1aa9783b351a3320a7c01e,Kulit Kombinasi;Flek;Kulit Kusam,25 - 29 th,maybe,yes,3,5,5,5,review-android,2023-10-05T05:07:48.362Z,0,True,teksturya enak dan ringan tidak ada bau yang ganggu namun karena kulitku mudah berkomedo aku harus selang selik pakainya karena kadang bikin tambag komedoan.,6 Months - 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
qnta,False,Super Star,61c720ffd21f2f4cb98e86ed,Kulit Normal;Kulit Kering;Cellulite;Stretch Mark;Skin Tightening;Jerawat;Aging;Pori Besar,< 18 th,maybe,yes,5,4,4,3,review-android,2023-10-05T03:28:05.975Z,0,True,"bagus banget secinta itu.... love sm sunscreen cosrx, sesuai sm kulit ku yang super duper kering. belinya pas ada promo plus wahh debest sih harganya 🥰🥰🥰",1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,
elenselviana,False,Rising Star,63e0dc2696dda018eed65360,Kulit Kering;Jerawat;Aging;Pori Besar;Kulit Kusam;Dark Circle;Komedo,30 - 34 th,yes,yes,5,5,5,5,soco-web-desktop,2023-10-04T02:18:17.397Z,0,True,"sudah pakai ini lebih dari 1th, karena kulit wajah ku kering ini lumayan membantu melembabkan karena ada kandungan aloe vera nya, mudah diaplikasi kan ke kulit tidak menjadi white case di kulit",More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
cindychalim,False,Rising Star,5c1aa7ee56941c32a325ec80,Kulit Kering;Kulit Kombinasi;Jerawat;Aging;Pori Besar;Kulit Kusam;Kantung Mata;Dark Circle;Komedo,19 - 24 th,yes,yes,5,5,5,5,review-ios,2023-10-03T18:10:07.050Z,0,True,"For nearly 2 years, COSRX Aloe Sun Screen has been my go-to sunscreen, and it's been a game-changer for my skin. It offers impeccable sun protection without causing irritation or breakouts. The aloe-infused formula not only soothes but also keeps my skin hydrated all day long. It absorbs swiftly, leaving no greasy residue, and sits beautifully under makeup!!!",More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
nazwaagrilussana,False,Diva Star,5f7f50d88b5a396470da4c77,Kulit Kombinasi;Jerawat;Pori Besar;Kulit Kusam;Dark Circle;Komedo,19 - 24 th,yes,yes,4,4,4,4,review-android,2023-10-03T12:00:24.898Z,0,True,jd gmn ya kak saya tidak tahu apa yang terjadi di dalam kurung itu tolong di bantu oleh oleh khas dari daerah lain di luar ruangan orang yang tidak bisa mengikuti KBM ,1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
Rezqiiiyy,False,Diva Star,6163a0ff7e8ca2d3e83e9d2c,Kulit Kering;Kulit Kombinasi;Kulit Sensitif;Cellulite;Stretch Mark;Jerawat;Kulit Kusam;Dark Circle;Komedo,19 - 24 th,yes,yes,5,5,5,5,review-ios,2023-10-03T04:02:30.162Z,0,True,Another favorite sun cream check!!! Nangis banget cobain ini ngga seberat itu di wajah kalau di apply dua ruas jari dan teksturnya creamy tpi ringan gitu kurang lebih 11 12 kayak moisturizer essenherb. Serius baru sekali pakai langsung jatuh cinta. Dan ini suncream wanginya aloe banget (namanya juga aloe soothing sun cream wkwk) tapi ngga yang bikin idung terganggu kok. Walaupun kalo diliat ini harganya cukup pricey ya wkwkw,Less than 1 Week,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
FeliRawung00,False,SOCO Star,6378367723e8a2b9103893ac,Kulit Kombinasi;Kulit Sensitif;Jerawat;Komedo,25 - 29 th,yes,yes,5,5,5,5,review-android,2023-10-02T23:06:17.743Z,0,False,"holy grail sih! udah tube kesekian, wajah jadi cerah, glowing tapi gak minyakan, gak bikin kering, pokoknya bagus banget produk ini, kaliah harus coba sih!  ",More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,
yenijenny227,False,Super Star,61ced8102cb3ad4baf5c73b9,Kulit Berminyak;Flek;Pori Besar,25 - 29 th,maybe,yes,4,4,4,4,review-ios,2023-10-02T15:37:23.490Z,0,True,"bagus sih .. pernah aku coba sengaja cuma make produk ini aja seharian gtu minyak nya masih gak trlalu banyak.. cuma ntah kenapa agak berat gtu rasanya.. pdhl klaim nya kan untuk menghidrasi kulit acne prone/oily gtu.. biasa ringan produk"" ny label untuk kuliy oily.. mgkn akunya aja sih kurang cocok.. ",1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
Batsyebaam,False,Rising Star,63a3179dcf4ac733530913ba,Kulit Berminyak;Cellulite;Stretch Mark;Jerawat;Flek;Pori Besar;Kulit Kusam;Komedo,19 - 24 th,yes,yes,5,5,5,5,review-ios,2023-10-02T09:17:33.818Z,0,True,"pertama kali pakai ini dan udh sebulan pakai masih ada setengah botol. pdhl pake tiap hari dua jari full bahkansuka reapply. awalnya gasuka karena terlalu oily. cuma lama2 terbiasa dan buat muka aku yg tipenya kalau kering kurang terhydrasi malah jadi oily, ini life saver sih😭😭 jadi cocok banget sihh. terus digabung penggunaan ama serum c apapun gila bgt mantul😃✨❤️. yg tipe oily pake ni keknya gaakan suka sih karena bakalan oily bgt jadinya",1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
y4ya,False,Super Star,605b83878a1b9b2708f96e56,Kulit Kombinasi;Stretch Mark;Jerawat;Pori Besar;Kulit Kusam;Komedo,25 - 29 th,maybe,yes,4,4,4,4,review-ios,2023-10-02T07:29:57.801Z,0,True,Teksturnya aku suka dan mudah diratain di wajah. Tapi aku yg kulitnya berminyak di area T zone malah lumayan berminyak sih tapi ok ok aja kok untuk sunscreen korea bagus dan gabikin muka kusam,1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
HeleneAgatha,False,SOCO Star,63dc586c5ae36a43cbda5478,Kulit Kering;Flek;Komedo,25 - 29 th,yes,yes,5,5,5,5,review-android,2023-10-02T02:42:51.393Z,0,True,"sudah pakai bertahun tahun  pas di pakai tidak meninggalkan white cast, sangat gampang di blend di muka karena produknya kayak ada moisture effect. jadi pas reapply sunscreen jadi lebih gampang",More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,
diahtrilestari,False,Super Star,646e1c12769b25a38378b44d,Kulit Berminyak;Flek;Pori Besar,25 - 29 th,yes,yes,5,5,5,5,review-ios,2023-10-01T15:57:42.653Z,0,True,"emang ada sedikit efek white case setelah apply, tapi ga lebay. baunya juga enak banget wangi cuma ya aga pricey untuk ukuran sunscreen. tapi dari pada kalian ketipu yg katanya spf 50 ternyata cuma 2 mending beli ini sih",6 Months - 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
tiffanywignjo,False,Diva Star,5f59d516eb5f7ad195f9d415,Kulit Berminyak;Kulit Kombinasi;Stretch Mark;Jerawat;Pori Besar;Kulit Kusam;Kantung Mata;Dark Circle;Komedo,19 - 24 th,yes,yes,5,5,5,5,soco-web-desktop,2023-10-01T12:56:54.604Z,0,True,"di pink university 2 tahun lalu menang, terus di kirimin 5 full size cosrx products dan ternyata, ini salah satu sunscreen tercocok di kulitku ✨ best sih! karena dia sun cream texture nya lumayan thick tapi tetep ringan dan cepet nyerap, jadi kalo pake ini biasanya skip moisturizer. no whitecast, dan karena ada aloe nya, soothing banget, dipake seharian enak banget, ringan, nggak bikin berminyak, udah repurchase beberapa kali ✨ ✨",More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml
